Tweet Text,Clean Tweet Text,Label,Tweet ID,Type,Author Name,Author Username,Creation Time,Reply Count,Retweet Count,Quote Count,Like Count,View Count,Bookmark Count,Language,Possibly Sensitive,Source,Hashtags,Tweet URL,Media Type,Media URLs,External URLs
"me: I have so much to do today! Things are going well and I am happy and ready for a day of rest tomorrow

my brain: the hurricane was your fault",me i have so much to do today things are going well and i am happy and ready for a day of rest tomorrow my brain the hurricane was your fault,0,1840165840303300739,Tweet,🐉queenwartooth (eth/acc),queenwartooth,"9/28/2024, 4:04:59 PM",0,0,0,7,360,0,en,No,hurricane,,https://x.com/queenwartooth/status/1840165840303300739,,,
"Tallahassee gets direct hit from Cat 4 Hurricane &amp; has MINOR damage while many cities in Fl 150 miles AWAY from the storm center were destroyed &amp; towns in NC &amp; Tenn decimated when it came thru NOT as a Hurricane but as a tropical storm

Is this SUSPICIOUS TO YOU?",tallahassee gets direct hit from cat 4 hurricane amp has minor damage while many cities in fl 150 miles away from the storm center were destroyed amp towns in nc amp tenn decimated when it came thru not as a hurricane but as a tropical storm is this suspicious to you,0,1840174313355292685,Tweet,JoeM,GeneralJoeM171,"9/28/2024, 4:38:39 PM",1209,1309,183,7628,640263,710,en,No,hurricane,,https://x.com/GeneralJoeM171/status/1840174313355292685,,,
"Follower: “If you know anybody in need... whether they were affected by the hurricane or not,  Watauga Point Church, 409 Gap Creek Rd, Elizabethton,  will be open between 530 and 730  to serve hot dogs with basic fixings.... chili,  mustard,  ketchup,  mayo, onion.... chips,  c…",follower “if you know anybody in need whether they were affected by the hurricane or not watauga point church 409 gap creek rd elizabethton will be open between 530 and 730 to serve hot dogs with basic fixings chili mustard ketchup mayo onion chips c…,0,1840157139425169905,Tweet,Tri-Cities WX/ALERTS,wxnotifications,"9/28/2024, 3:30:25 PM",0,2,0,9,400,0,en,No,hurricane,,https://x.com/wxnotifications/status/1840157139425169905,,,
"Media worried abt Harris specifics meanwhile TFG… 

Definitely fell into Harris’ trap
Crowd sizes small
People leaving early
Oh the fly 
Hurricane… walk it off you’ll be ok
People don’t know what apps are
Lindbergh landed in New York??!?
Beach body by Trump 
Wtf is an MK47?",media worried abt harris specifics meanwhile tfg… definitely fell into harris’ trap crowd sizes small people leaving early oh the fly hurricane… walk it off you’ll be ok people don’t know what apps are lindbergh landed in new york beach body by trump wtf is an mk47,0,1840161552562851987,Tweet,John G △,Longhairleeroy,"9/28/2024, 3:47:57 PM",5,2,0,6,580,1,en,No,hurricane,,https://x.com/Longhairleeroy/status/1840161552562851987,,,
"My heart goes out to anyone who has family in any of the states that are affected by the hurricane. 
As someone whose family lives in one of the states; I’ve only heard from my aunt and she said it’s pretty bad. Sending thoughts and prayers to anyone else affected. 🩵",my heart goes out to anyone who has family in any of the states that are affected by the hurricane as someone whose family lives in one of the states i’ve only heard from my aunt and she said it’s pretty bad sending thoughts and prayers to anyone else affected 🩵,1,1840151002441199827,Tweet,ShuBerryBun 🌙🩵🍓,ShuBerryBun,"9/28/2024, 3:06:01 PM",0,3,0,23,226,0,en,No,hurricane,,https://x.com/ShuBerryBun/status/1840151002441199827,,,
Is anyone else feeling very anxious about traveling to Atlanta after a hurricane just hit and another is brewing in the gulf?,is anyone else feeling very anxious about traveling to atlanta after a hurricane just hit and another is brewing in the gulf,1,1840158808544326029,Tweet,PosiTiff,PosiTiffTV,"9/28/2024, 3:37:03 PM",39,1,1,115,14727,1,en,No,hurricane,,https://x.com/PosiTiffTV/status/1840158808544326029,,,
I lost all of my guns in a hurricane accident,i lost all of my guns in a hurricane accident,1,1840141644638658604,Tweet,Trucker Fren,AC_Induction,"9/28/2024, 2:28:50 PM",5,2,0,36,446,0,en,No,hurricane,,https://x.com/AC_Induction/status/1840141644638658604,,,
"Tonight marks 7th time Pens had a preseason GP canceled. Others:

9/18/03 v Wash @ WBS (Hurricane Isabel)
9/16/01 v NJ @ WBS (9-11)
9/15/01 v Bost @ WBS (9-11)
10/4/85 v NJ @ Johnstown (ice conditions)
9/27/85 @ NJ (Hurricane Gloria)
9/26/85 v NJ @ Johnstown (ice conditions)",tonight marks 7th time pens had a preseason gp canceled others 91803 v wash wbs hurricane isabel 91601 v nj wbs 911 91501 v bost wbs 911 10485 v nj johnstown ice conditions 92785 nj hurricane gloria 92685 v nj johnstown ice conditions,0,1840176344056865092,Tweet,Bob Grove,bobgrove91,"9/28/2024, 4:46:43 PM",2,1,1,15,3369,1,en,No,hurricane,,https://x.com/bobgrove91/status/1840176344056865092,,,
"Hi guys it’s me so I might be very ia atleast on Twitter for the best week or two. Turns out the hurricane caused historic catastrophic damage in my area and I have no clue what the next few weeks are gonna look like for me. I am okay though and my house is fine, just powerless.",hi guys it’s me so i might be very ia atleast on twitter for the best week or two turns out the hurricane caused historic catastrophic damage in my area and i have no clue what the next few weeks are gonna look like for me i am okay though and my house is fine just powerless,1,1840153462144688539,Tweet,carson🎃,couldnvrhateyou,"9/28/2024, 3:15:48 PM",10,0,0,15,415,0,en,No,hurricane,,https://x.com/couldnvrhateyou/status/1840153462144688539,,,
"President Trump please organize 100s of trucks full of food and supplies, especially bottled water for all the areas affected by this awful hurricane. FEMA is moving too slow. @realDonaldTrump People need you sir. 🇺🇸",president trump please organize 100s of trucks full of food and supplies especially bottled water for all the areas affected by this awful hurricane fema is moving too slow realdonaldtrump people need you sir 🇺🇸,1,1840153807222706476,Tweet,Michael Seville,Michaeldfl,"9/28/2024, 3:17:10 PM",1,0,0,1,90,0,en,No,hurricane,,https://x.com/Michaeldfl/status/1840153807222706476,,,
I think it’s super cool that poli e are being pulled from search and rescue hurricane relief to instead focus on having at the football game I think these are good priorities to have,i think it’s super cool that poli e are being pulled from search and rescue hurricane relief to instead focus on having at the football game i think these are good priorities to have,0,1840156773342232875,Tweet,leila cybil💃,formeragdistis,"9/28/2024, 3:28:57 PM",6,0,0,21,862,0,en,No,hurricane,,https://x.com/formeragdistis/status/1840156773342232875,,,
Awwweburn is awful. Them boys embarrassing the SEC!!,awwweburn is awful them boys embarrassing the sec,0,1840163978242097446,Tweet,Dr. BacarDEE (Hurricane Specialist),Gatorcwboyfan,"9/28/2024, 3:57:35 PM",2,0,0,1,179,0,en,No,hurricane,,https://x.com/Gatorcwboyfan/status/1840163978242097446,,,
keep my family in mind everyone please the hurricane hit us and i haven’t been able to get in touch with them whatsoever,keep my family in mind everyone please the hurricane hit us and i haven’t been able to get in touch with them whatsoever,1,1840161513518059656,Tweet,fe ꩜,chappeIlroans,"9/28/2024, 3:47:48 PM",4,0,0,9,250,0,en,No,hurricane,,https://x.com/chappeIlroans/status/1840161513518059656,,,
Duke really  ran down UNC..,duke really ran down unc,0,1840175072306143403,Tweet,Dr. BacarDEE (Hurricane Specialist),Gatorcwboyfan,"9/28/2024, 4:41:40 PM",0,0,0,1,118,0,en,No,hurricane,,https://x.com/Gatorcwboyfan/status/1840175072306143403,,,
Jawga can’t contain Milroe.,jawga can’t contain milroe,0,1840179499188556058,Tweet,Dr. BacarDEE (Hurricane Specialist),Gatorcwboyfan,"9/28/2024, 4:59:16 PM",0,0,0,1,57,0,en,No,hurricane,,https://x.com/Gatorcwboyfan/status/1840179499188556058,,,
"y’all know a hurricane disappeared off the coast of NY on 9/11/01 right? 

craaaaazy",y’all know a hurricane disappeared off the coast of ny on 91101 right craaaaazy,0,1840170177297559812,Tweet,backpackback,_backpackback,"9/28/2024, 4:22:13 PM",0,0,0,4,114,0,en,No,hurricane,,https://x.com/_backpackback/status/1840170177297559812,,,
I don’t feel like talking,i don’t feel like talking,0,1840164802989027682,Tweet,unfriendly gay hottie💕,HurricaneVlad,"9/28/2024, 4:00:52 PM",0,0,0,0,41,0,en,No,hurricane,,https://x.com/HurricaneVlad/status/1840164802989027682,,,
"My sister and her husband just moved to Asheville, North Carolina and it's been 48 hours since we've heard from them. Their town is badly flooded from the hurricane. 
Hoping we hear something soon.",my sister and her husband just moved to asheville north carolina and its been 48 hours since weve heard from them their town is badly flooded from the hurricane hoping we hear something soon,1,1840157359408329033,Tweet,Jamie Leigh Fischer 👑,jamieleigh,"9/28/2024, 3:31:17 PM",1,0,0,2,400,0,en,No,hurricane,,https://x.com/jamieleigh/status/1840157359408329033,,,
Arkansas/ Texas A&amp;M never disappoints!!,arkansas texas aampm never disappoints,0,1840162449670189329,Tweet,Dr. BacarDEE (Hurricane Specialist),Gatorcwboyfan,"9/28/2024, 3:51:31 PM",1,0,0,1,193,0,en,No,hurricane,,https://x.com/Gatorcwboyfan/status/1840162449670189329,,,
Southern Appalachia just got ransacked by a hurricane and due to lack of preparedness by our local governments tons of people are still without power or dead. 97% of my county has no power and I'm part of the 3% who does. I gotta go to work tomorrow mind you.,southern appalachia just got ransacked by a hurricane and due to lack of preparedness by our local governments tons of people are still without power or dead 97 of my county has no power and im part of the 3 who does i gotta go to work tomorrow mind you,1,1840148886054134094,Tweet,I WAS A SINNER JUST LIKE YOU!,EEAAOPILLED,"9/28/2024, 2:57:37 PM",1,4,0,18,981,0,en,No,hurricane,,https://x.com/EEAAOPILLED/status/1840148886054134094,,,
my bf’s grandparents’ house in georgia was completely destroyed by the hurricane so he flew there on an overnight flight to help in the aftermath.. worst part is this is the 2nd time this has happened to them,my bf’s grandparents’ house in georgia was completely destroyed by the hurricane so he flew there on an overnight flight to help in the aftermath worst part is this is the 2nd time this has happened to them,1,1840148603626762520,Tweet,me espresso,zingingcutie22,"9/28/2024, 2:56:30 PM",1,0,0,6,225,0,en,No,hurricane,,https://x.com/zingingcutie22/status/1840148603626762520,,,
"Incredible, power has been restored to nearly 93% of customers in Florida within the last 24 hours, down to only 265k customers without power.  #Helene #FLwx",incredible power has been restored to nearly 93 of customers in florida within the last 24 hours down to only 265k customers without power helene flwx,0,1840151393979773166,Tweet,The Hurricane Network,TheHurricaneNet,"9/28/2024, 3:07:35 PM",0,0,0,3,214,0,en,No,hurricane,"#Helene, #FLwx",https://x.com/TheHurricaneNet/status/1840151393979773166,,,
Today is the Second Anniversary of Hurricane Ian here in Florida 💪🌴,today is the second anniversary of hurricane ian here in florida 💪🌴,0,1840150199521439946,Tweet,Tim P,silverado1954,"9/28/2024, 3:02:50 PM",0,0,0,7,87,0,en,No,hurricane,,https://x.com/silverado1954/status/1840150199521439946,,,
i feel bad for everyone suffering from the hurricane :( even just the power going out for days is awful. but having everything destroyed is so sad 😞,i feel bad for everyone suffering from the hurricane even just the power going out for days is awful but having everything destroyed is so sad 😞,0,1840133161558388926,Tweet,arya the domme ☆,wificatcore,"9/28/2024, 1:55:08 PM",0,0,0,17,4493,0,en,No,hurricane,,https://x.com/wificatcore/status/1840133161558388926,,,
when y’all get to playing in hurricane water i just think about ringworm,when y’all get to playing in hurricane water i just think about ringworm,0,1840147762312294652,Tweet,wooski,kywyy__,"9/28/2024, 2:53:09 PM",2,0,0,8,405,0,en,No,hurricane,,https://x.com/kywyy__/status/1840147762312294652,,,
BFF facetiming me and telling me that the ENTIRE COUNTY she goes to school in is without power cause of the hurricane,bff facetiming me and telling me that the entire county she goes to school in is without power cause of the hurricane,1,1840145105837273600,Tweet,alyx! 🐾🎱 met D&P(ete),whinymike,"9/28/2024, 2:42:36 PM",0,0,0,2,87,0,en,No,hurricane,,https://x.com/whinymike/status/1840145105837273600,,,
So many teslas caught fire in garages during the hurricane from the flooding. Gas vehicles are the best for evacuation since you don’t  need to stop every 100 miles for an hour to charge it up.,so many teslas caught fire in garages during the hurricane from the flooding gas vehicles are the best for evacuation since you don’t need to stop every 100 miles for an hour to charge it up,0,1840171458007380018,Tweet,Tammy Brown the BAP,scarytammyb,"9/28/2024, 4:27:18 PM",2,1,0,11,206,0,en,No,hurricane,,https://x.com/scarytammyb/status/1840171458007380018,,,
"What the hurricane victims DON'T need right now: 

""wHy WoUlD yOu LiVe ThErE oMg"" 

Like????? Can we fckn NOT?!",what the hurricane victims dont need right now why would you live there omg like can we fckn not,0,1840168559613489341,Tweet,BAJessEss (Jessy),BAJessEss,"9/28/2024, 4:15:47 PM",1,0,0,6,150,0,en,No,hurricane,,https://x.com/BAJessEss/status/1840168559613489341,,,
"if you’re not geographically or emotionally close to the areas that are being affected by crazy flooding due to the hurricane, you might not get it. The department of transportation issued a warning that all roads in western NC should be considered closed. ALL. ALL ROADS",if you’re not geographically or emotionally close to the areas that are being affected by crazy flooding due to the hurricane you might not get it the department of transportation issued a warning that all roads in western nc should be considered closed all all roads,0,1840149651757903888,Tweet,a.m.,houzeofwolvez,"9/28/2024, 3:00:39 PM",0,3,0,10,512,0,en,No,hurricane,,https://x.com/houzeofwolvez/status/1840149651757903888,,,
Our son works at an assisted living facility with memory care and reports that some residents are wandering the halls crying because they don’t understand what’s happening because of the hurricane. 😢,our son works at an assisted living facility with memory care and reports that some residents are wandering the halls crying because they don’t understand what’s happening because of the hurricane 😢,1,1840150267125215604,Tweet,FDMurphy1635,FDMurphy1635,"9/28/2024, 3:03:06 PM",1,0,0,3,62,0,en,No,hurricane,,https://x.com/FDMurphy1635/status/1840150267125215604,,,
"you know, while this isn’t my first post-hurricane/insurance-claim rodeo, I’ve been thinking about how much administrative work goes into letting people know you’re okay, calling companies, making arrangements… and much harder this is as a single person.

like I’m so tired.",you know while this isn’t my first posthurricaneinsuranceclaim rodeo i’ve been thinking about how much administrative work goes into letting people know you’re okay calling companies making arrangements… and much harder this is as a single person like i’m so tired,0,1840164567327879318,Tweet,Childless Dog Lady is TENUREDT. 🍉🌺,sgbuggs,"9/28/2024, 3:59:56 PM",1,2,0,21,867,0,en,No,hurricane,,https://x.com/sgbuggs/status/1840164567327879318,,,
Have the past couple of days reminded you of the creature/Creator distinction? Our Triune God does as He pleases. A hurricane hitting the mountains hundreds of miles from any ocean—no big deal for the One who made the mountains. Hide yourself in Christ today.,have the past couple of days reminded you of the creaturecreator distinction our triune god does as he pleases a hurricane hitting the mountains hundreds of miles from any ocean—no big deal for the one who made the mountains hide yourself in christ today,0,1840162256224489614,Tweet,Justin Bise 🍊,justbise,"9/28/2024, 3:50:45 PM",0,0,0,4,72,0,en,No,hurricane,,https://x.com/justbise/status/1840162256224489614,,,
My power and the WiFi is out from the hurricane so I guess we’ll all just sit around here and stare at each other and think about how much we miss the internet just like the pioneers used to back in the olden days.,my power and the wifi is out from the hurricane so i guess we’ll all just sit around here and stare at each other and think about how much we miss the internet just like the pioneers used to back in the olden days,1,1840161159216869842,Tweet,The Cultured Ruffian,CulturedRuffian,"9/28/2024, 3:46:23 PM",0,2,0,9,672,0,en,No,hurricane,,https://x.com/CulturedRuffian/status/1840161159216869842,,,
are cowbells normal at toyota arena? its probably cuz im old but that would annoy the shit out of me,are cowbells normal at toyota arena its probably cuz im old but that would annoy the shit out of me,0,1840169750250566044,Tweet,Sonya,hurricaneSAWNya,"9/28/2024, 4:20:31 PM",2,0,0,0,67,0,en,No,hurricane,,https://x.com/hurricaneSAWNya/status/1840169750250566044,,,
Just beyond heartbroken seeing all the devastation in North Carolina and other areas impacted by Hurricane Helene. 🙏🙏🙏 for all impacted. 🥲,just beyond heartbroken seeing all the devastation in north carolina and other areas impacted by hurricane helene 🙏🙏🙏 for all impacted 🥲,0,1840157833993519190,Tweet,David Newton,DNewtonespn,"9/28/2024, 3:33:10 PM",0,0,1,18,2164,0,en,No,hurricane,,https://x.com/DNewtonespn/status/1840157833993519190,,,
"Please continue to pray 🙏🏼 for everyone in the Carolinas, Georgia, Tennessee and Kentucky and Florida, between the hurricane 🌀 and the flooding. 🙏🏼🙏🏼🙏🏼",please continue to pray 🙏🏼 for everyone in the carolinas georgia tennessee and kentucky and florida between the hurricane 🌀 and the flooding 🙏🏼🙏🏼🙏🏼,0,1840151527471649207,Tweet,Kay,Kay52385893,"9/28/2024, 3:08:07 PM",0,1,0,6,173,0,en,No,hurricane,,https://x.com/Kay52385893/status/1840151527471649207,,,
omg i finally have wifi omg this hurricane is insane,omg i finally have wifi omg this hurricane is insane,1,1840160320419180857,Tweet,moon | ateez lockdown,cjhribo,"9/28/2024, 3:43:03 PM",7,0,0,14,335,0,en,No,hurricane,,https://x.com/cjhribo/status/1840160320419180857,,,
Is Awwweburn’s B.O.T meeting tommorrow morning? Freeze is in big trouble.,is awwweburn’s bot meeting tommorrow morning freeze is in big trouble,0,1840167509980258354,Tweet,Dr. BacarDEE (Hurricane Specialist),Gatorcwboyfan,"9/28/2024, 4:11:37 PM",0,0,0,1,87,0,en,No,hurricane,,https://x.com/Gatorcwboyfan/status/1840167509980258354,,,
"Letting you all know I’m okay , the hurricane hit my city badly. We’ve been out of power &amp; water for over 30 hours now and they saying we won’t have it for awhile . So if you don’t see a stream that’s because I’m dealing with real life. I love y’all and everyone stay safe 💕🫶🏾",letting you all know i’m okay the hurricane hit my city badly we’ve been out of power amp water for over 30 hours now and they saying we won’t have it for awhile so if you don’t see a stream that’s because i’m dealing with real life i love y’all and everyone stay safe 💕🫶🏾,1,1840174585796251773,Tweet,Honey Mafiaa 🥇🔫,HoneyMafiaaa,"9/28/2024, 4:39:44 PM",2,1,0,21,724,0,en,No,hurricane,,https://x.com/HoneyMafiaaa/status/1840174585796251773,,,
Father I lift up all the people that are affected by this hurricane and I pray that You would send them Your ministering angels to help them through this but also Your hosts of heaven to provide them miracles—many of them that they can’t even count! May they see Your Power,father i lift up all the people that are affected by this hurricane and i pray that you would send them your ministering angels to help them through this but also your hosts of heaven to provide them miracles—many of them that they can’t even count may they see your power,0,1840149459256135764,Tweet,Patty,plteich,"9/28/2024, 2:59:54 PM",40,63,4,268,3276,3,en,No,hurricane,,https://x.com/plteich/status/1840149459256135764,,,
Prayers to everyone affected by the hurricane. If you're a degen that has made serious money consider donating some to help folks out so you can feel something for once in your life.,prayers to everyone affected by the hurricane if youre a degen that has made serious money consider donating some to help folks out so you can feel something for once in your life,0,1840168111858954657,Tweet,Mr. Sean,gansersol,"9/28/2024, 4:14:01 PM",0,0,0,4,99,0,en,No,hurricane,,https://x.com/gansersol/status/1840168111858954657,,,
I know it’s their mascot but waving hurricane flags during these times seems very wrong 🤨,i know it’s their mascot but waving hurricane flags during these times seems very wrong 🤨,0,1840167294070124865,Tweet,JP Hadley,jphadley18,"9/28/2024, 4:10:46 PM",0,0,0,8,452,0,en,No,hurricane,,https://x.com/jphadley18/status/1840167294070124865,,,
"I guess the Jamboree is going to be out of the question for us. We were supposed to fly out of Charlotte, NC on Wednesday, but all of the roads in Western NC are closed due to severe damage from the Hurricane. 😔 #JoeBobsJamboree @therealjoebob @kinky_horror",i guess the jamboree is going to be out of the question for us we were supposed to fly out of charlotte nc on wednesday but all of the roads in western nc are closed due to severe damage from the hurricane 😔 joebobsjamboree therealjoebob kinkyhorror,1,1840178132566896980,Tweet,🕷🕸💀Amanda👻🎃🦇,Mander_Sue3621,"9/28/2024, 4:53:50 PM",18,0,1,47,15083,0,en,No,hurricane,#JoeBobsJamboree,https://x.com/Mander_Sue3621/status/1840178132566896980,,,
"Remember the crap Bush got for Katrina?
Trump for Hurricane Maria in Puerto Rico

at least they f'ing went and showed compassion for their fellow American citizens who were suffering

WTF is Bidet and Kamela?????",remember the crap bush got for katrina trump for hurricane maria in puerto rico at least they fing went and showed compassion for their fellow american citizens who were suffering wtf is bidet and kamela,0,1840153155868471567,Tweet,PrinceofMegiddah,Todkahdohs,"9/28/2024, 3:14:35 PM",0,2,0,8,119,0,en,No,hurricane,,https://x.com/Todkahdohs/status/1840153155868471567,,,
"one thing no one prepares you for in hurricane flood cleanup is trying to move a soaked box, it splitting open and 15+ dildos spilling out with sea water all over your floor",one thing no one prepares you for in hurricane flood cleanup is trying to move a soaked box it splitting open and 15 dildos spilling out with sea water all over your floor,0,1840144908843180233,Tweet,lizbeth eden,tiddywizard,"9/28/2024, 2:41:49 PM",41,7,0,658,23794,7,en,No,hurricane,,https://x.com/tiddywizard/status/1840144908843180233,,,
"Before a hurricane, you prepare. During a hurricane, you're trying to survive. After the hurricane, you're cleaning up. Then reality sets in. It's rough. Be kind to others.",before a hurricane you prepare during a hurricane youre trying to survive after the hurricane youre cleaning up then reality sets in its rough be kind to others,0,1840052437551354308,Tweet,Sassafrass84,Sassafrass_84,"9/28/2024, 8:34:22 AM",258,407,24,4252,52614,10,en,No,hurricane,,https://x.com/Sassafrass_84/status/1840052437551354308,,,
One thing I want to say. Enjoy life to the fullest and don’t let anything hold you back. Life is way too short. I lost someone i grew up with today due to the hurricane. He was sleeping at bed and breakfast in Georgia and tree went through roof and killed him..life just not fair.,one thing i want to say enjoy life to the fullest and don’t let anything hold you back life is way too short i lost someone i grew up with today due to the hurricane he was sleeping at bed and breakfast in georgia and tree went through roof and killed himlife just not fair,0,1840162938864193695,Tweet,#LEARLOCKS,LEARLOCKS,"9/28/2024, 3:53:27 PM",9,1,0,23,3984,0,en,No,hurricane,,https://x.com/LEARLOCKS/status/1840162938864193695,,,
"TJ Moore with the start, along with Wesco and Williams. Moore's family has suffered from the hurricane...house in Tampa was flooded",tj moore with the start along with wesco and williams moores family has suffered from the hurricanehouse in tampa was flooded,0,1840169609997197558,Tweet,David Hood,MDavidHood,"9/28/2024, 4:19:58 PM",1,4,0,170,5984,1,en,No,hurricane,,https://x.com/MDavidHood/status/1840169609997197558,,,
"You can have a “FJB” sign on your lawn, and Joe Biden will still help you when a hurricane hits your house.",you can have a “fjb” sign on your lawn and joe biden will still help you when a hurricane hits your house,0,1839428589101744517,Tweet,John Collins,Logically_JC,"9/26/2024, 3:15:25 PM",1761,2237,105,17122,429040,63,en,No,hurricane,,https://x.com/Logically_JC/status/1839428589101744517,,,
"I haven’t been on this bitch all day 😩 I miss everyone. 🫶🏽

I’ve been doing some post hurricane errands. 

Hi bb’s!! 💋",i haven’t been on this bitch all day 😩 i miss everyone 🫶🏽 i’ve been doing some post hurricane errands hi bb’s 💋,0,1840154939529605304,Tweet,ℂ𝕪𝕓𝕖𝕣 ℝ𝕒𝕖 ✩ 𝔽𝕚𝕟𝕕𝕠𝕞,BullyRaeCyber,"9/28/2024, 3:21:40 PM",3,1,0,13,206,0,en,No,hurricane,,https://x.com/BullyRaeCyber/status/1840154939529605304,,,
"Imagine having to survive a Category 4 hurricane

- with no federally backed flood insurance
- with no NOAA or National Weather Service
- with no federal funds to help your state and local govts

That's all in Trump's Project 2025.

He's rich enough to ride out a storm. Are you?",imagine having to survive a category 4 hurricane with no federally backed flood insurance with no noaa or national weather service with no federal funds to help your state and local govts thats all in trumps project 2025 hes rich enough to ride out a storm are you,0,1839641097175265654,Tweet,Tristan Snell,TristanSnell,"9/27/2024, 5:19:51 AM",6675,23799,694,68083,1778056,1166,en,No,hurricane,,https://x.com/TristanSnell/status/1839641097175265654,,,
Why don't one of you alpha bros go down there and stop the hurricane if you're so in charge of your destiny and whatnot?,why dont one of you alpha bros go down there and stop the hurricane if youre so in charge of your destiny and whatnot,0,1840176716381336053,Tweet,𝚋𝚘𝚋𝚋𝚢 𝚑𝚒𝚕𝚕,Mocha_Jesus,"9/28/2024, 4:48:12 PM",1,27,0,86,989,0,en,No,hurricane,,https://x.com/Mocha_Jesus/status/1840176716381336053,,,
watching the hurricane katrina documentary is INSANE that they did those people like that &amp; they’re still suffering. i’m so glad they put real footage to show what they really went through so some people can feel uneasy. that’s sad they even scattered them all over the country!!,watching the hurricane katrina documentary is insane that they did those people like that amp they’re still suffering i’m so glad they put real footage to show what they really went through so some people can feel uneasy that’s sad they even scattered them all over the country,0,1840158360034770986,Tweet,gemini. 🖕🏾,samone_w,"9/28/2024, 3:35:16 PM",0,2,0,15,672,0,en,No,hurricane,,https://x.com/samone_w/status/1840158360034770986,,,
"Terribly sad news concerning the gent who passed away today following our beloved Baggies at Hillsborough today, many condolences to his family &amp; friends, RIP Albion brother 💔wba",terribly sad news concerning the gent who passed away today following our beloved baggies at hillsborough today many condolences to his family amp friends rip albion brother 💔wba,0,1840148982737317987,Tweet,Jay Hickman,HurricaneHic147,"9/28/2024, 2:58:00 PM",0,0,0,6,430,0,en,No,hurricane,,https://x.com/HurricaneHic147/status/1840148982737317987,,,
Is it just me or is Ron DeSantis completely failing in the hurricane press conferences? It could be my dislike of him but I feel like he’s talking in circles and the substantive info is coming from other officials.,is it just me or is ron desantis completely failing in the hurricane press conferences it could be my dislike of him but i feel like he’s talking in circles and the substantive info is coming from other officials,0,1839427868558053834,Tweet,Barbie for Congress (FL-11),BarbieHardnHall,"9/26/2024, 3:12:33 PM",914,615,92,3360,237829,22,en,No,hurricane,,https://x.com/BarbieHardnHall/status/1839427868558053834,,,
Yo hope my east side homies are alright! Had to check in w my fam and thankfully theyre good. I know im late mentioning the hurricane bc ive been offline lately but i still care very much 🫶,yo hope my east side homies are alright had to check in w my fam and thankfully theyre good i know im late mentioning the hurricane bc ive been offline lately but i still care very much 🫶,1,1840153771978170729,Tweet,☆ 𝐡 𝐚 𝐫 𝐮 🪼🫧,haruphine,"9/28/2024, 3:17:02 PM",2,0,0,36,3145,1,en,No,hurricane,,https://x.com/haruphine/status/1840153771978170729,,,
"Heya @Kuntry3d, since the hurricane I've been trying to reach out and I haven't been able to get thru to you via text or phone, hoping you see this and let us know you're okay",heya kuntry3d since the hurricane ive been trying to reach out and i havent been able to get thru to you via text or phone hoping you see this and let us know youre okay,1,1840154011401630027,Tweet,Alien3D - #BeABetterHuman - #ChooseDecency,alienslacker,"9/28/2024, 3:17:59 PM",1,1,0,10,499,0,en,No,hurricane,,https://x.com/alienslacker/status/1840154011401630027,,,
This hurricane stuff is really overwhelming :(,this hurricane stuff is really overwhelming,0,1840151605766959300,Tweet,DJ Potate,DJ_Potate,"9/28/2024, 3:08:25 PM",1,0,0,12,282,0,en,No,hurricane,,https://x.com/DJ_Potate/status/1840151605766959300,,,
Hurricane season bout to wipe us out bro,hurricane season bout to wipe us out bro,0,1840152783607005332,Tweet,Iron Heart ❤️,Thickfitjen,"9/28/2024, 3:13:06 PM",7,6,1,22,2807,2,en,No,hurricane,,https://x.com/Thickfitjen/status/1840152783607005332,,,
now that i’m watching on my tv and not on my phone during a hurricane…….those cgi bees look like shit,now that i’m watching on my tv and not on my phone during a hurricane……those cgi bees look like shit,0,1840176889471627341,Tweet,don (doctor odyssey spoilers),ladiedbird,"9/28/2024, 4:48:53 PM",0,0,0,15,506,0,en,No,hurricane,,https://x.com/ladiedbird/status/1840176889471627341,,,
"Nothing will bring out the ""I matter more than everyone else"" faster than a hurricane. Honestly, zombie movies make so much sense. The MINUTE there's adversity, people completely lose every fuck they have to give about anyone that's not them. It's unbelievable.",nothing will bring out the i matter more than everyone else faster than a hurricane honestly zombie movies make so much sense the minute theres adversity people completely lose every fuck they have to give about anyone thats not them its unbelievable,0,1840170658883317863,Tweet,Just a dork with a microphone.,TheRobBrownShow,"9/28/2024, 4:24:08 PM",3,0,0,3,291,0,en,No,hurricane,,https://x.com/TheRobBrownShow/status/1840170658883317863,,,
I feel like we are watching a Katrina level natural disaster play out. I’m not sure if a hurricane this destructive has hit since? I mean we’ve had some bad ones since but I don’t know.. these pictures and videos are something. Like-,i feel like we are watching a katrina level natural disaster play out i’m not sure if a hurricane this destructive has hit since i mean we’ve had some bad ones since but i don’t know these pictures and videos are something like,0,1840172000943411617,Tweet,M.,thespicexqueen,"9/28/2024, 4:29:28 PM",0,14,0,14,1368,2,en,No,hurricane,,https://x.com/thespicexqueen/status/1840172000943411617,,,
